shrinkage_alpha_0,shrinkage_alpha_1,knn_k,kmeans_k,last_task_accuracy
10.0,1.1512063736082907,11,1,63.696922302246094
10.0,0.0,50,1,63.696922302246094
7.363473546663699,0.0,1,1,63.247291564941406
10.0,1.4658438077392972,50,1,63.696922302246094
10.0,1.2309989691743026,50,1,63.696922302246094
10.0,2.037392896854295,50,1,63.696922302246094
10.0,2.6602448180275787e-06,50,1,63.696922302246094
10.0,2.6675381668328904e-07,50,1,63.696922302246094
10.0,0.0,49,1,63.696922302246094
8.934919500308661,0.0,1,33,60.69942092895508
10.0,0.024060509311430358,28,1,63.696922302246094
9.28491293648563,3.5924096329217865,50,1,63.59700393676758
10.0,1.1422352055840759,50,1,63.696922302246094
10.0,0.0,44,1,63.696922302246094
5.881439734110808,0.0,1,26,60.8326416015625
9.999999999999998,0.0,1,1,63.696922302246094
2.7476697203557654,10.0,1,26,59.75020980834961
10.0,0.0,50,1,63.696922302246094
10.0,1.0554312216457271,43,1,63.696922302246094
10.0,0.0,28,1,63.696922302246094
9.77306498979606,10.0,50,1,63.6136589050293
2.1338987660964563,10.0,1,32,58.7343864440918
10.0,3.156567873032881e-13,50,1,63.696922302246094
2.3727628052844105,0.0,1,35,59.11740493774414
9.999999999999998,0.1368292415919707,37,1,63.696922302246094
10.0,1.0341459720306485,50,1,63.696922302246094
10.0,0.21992623033105863,50,1,63.696922302246094
10.0,0.0,41,1,63.696922302246094
10.0,0.9082401973660253,50,1,63.696922302246094
10.0,0.0003632445519094942,50,1,63.696922302246094
5.1378848288218,10.0,1,13,61.58201599121094
2.1419718339811764,0.0,1,30,58.7343864440918
10.0,0.9983923330654837,50,1,63.696922302246094
10.0,0.6720065129156549,50,1,63.696922302246094
10.0,2.5103394692241716,50,1,63.696922302246094
10.0,1.022604033934665e-12,20,1,63.696922302246094
9.432415474416228,0.0,1,2,63.147377014160156
10.0,0.71778562778907,1,1,63.696922302246094
10.0,0.0,37,1,63.696922302246094
10.0,0.0,50,1,63.696922302246094
10.0,1.3715119627690096,50,1,63.696922302246094
10.0,9.546467907695564e-06,33,1,63.696922302246094
10.0,8.434558650091232e-06,6,1,63.696922302246094
10.0,2.110071873993654,50,1,63.696922302246094
2.597726337025973,0.0,1,23,59.55037307739258
5.417558461821756,10.0,1,25,60.716068267822266
9.999999999999998,0.9004004672582004,27,1,63.696922302246094
10.0,3.1396444359946027,50,1,63.696922302246094
10.0,1.3195595622281626,50,1,63.696922302246094
10.0,2.089896304630143,50,1,63.696922302246094
10.0,0.0,43,1,63.696922302246094
10.0,0.0,43,1,63.696922302246094
10.0,0.0033737717720978785,39,1,63.696922302246094
10.0,3.2834193101547555,50,1,63.696922302246094
10.0,0.0,1,1,63.696922302246094
10.0,7.215267596032977,33,1,63.696922302246094
10.0,0.0,50,1,63.696922302246094
10.0,1.018335797757358,21,1,63.696922302246094
10.0,0.0,50,1,63.696922302246094
10.0,0.0,50,1,63.696922302246094
10.0,3.8301681736669655e-15,36,1,63.696922302246094
9.999999999999998,0.0,49,1,63.696922302246094
10.0,0.0,50,1,63.696922302246094
10.0,0.0,50,1,63.696922302246094
10.0,0.8961741417882473,31,1,63.696922302246094
10.0,1.6938724934741698,32,1,63.696922302246094
10.0,0.0,49,1,63.696922302246094
10.0,1.6148308302334486,50,1,63.696922302246094
10.0,0.0,19,1,63.696922302246094
10.0,0.0,22,1,63.696922302246094
10.0,0.0,50,1,63.696922302246094
10.0,0.0,50,1,63.696922302246094
10.0,6.17459311939583e-06,32,1,63.696922302246094
10.0,0.0,50,1,63.696922302246094
10.0,0.0,48,1,63.696922302246094
10.0,0.9588531944646729,50,1,63.696922302246094
10.0,0.009456812874314711,23,1,63.696922302246094
10.0,0.014009072554748602,35,1,63.696922302246094
10.0,0.0,44,1,63.696922302246094
10.0,0.9147905668496287,50,1,63.696922302246094
10.0,3.182332767743664,50,1,63.696922302246094
10.0,0.0,50,1,63.696922302246094
10.0,6.246388996173781e-06,24,1,63.696922302246094
9.999999999999998,0.9783956824528844,11,1,63.696922302246094
10.0,0.0,43,1,63.696922302246094
10.0,0.0,50,1,63.696922302246094
9.999999999999998,1.0901263679060974e-08,34,1,63.696922302246094
10.0,2.712752700753593,50,1,63.696922302246094
10.0,0.0,50,1,63.696922302246094
10.0,0.4661877903295441,11,1,63.696922302246094
10.0,0.0,31,1,63.696922302246094
10.0,2.908659357611011,50,1,63.696922302246094
10.0,3.184451011784766,50,1,63.696922302246094
10.0,0.0,50,1,63.696922302246094
10.0,0.0,50,1,63.696922302246094
10.0,5.740156029608985e-07,30,1,63.696922302246094
10.0,0.9495508720905461,50,1,63.696922302246094
10.0,0.0,50,1,63.696922302246094
10.0,3.571480360762443,44,1,63.696922302246094
10.0,1.0435393713231953,5,1,63.696922302246094
10.0,0.0,31,1,63.696922302246094
10.0,0.0,49,1,63.696922302246094
10.0,0.0,50,1,63.696922302246094
10.0,1.1289519733054722e-14,9,1,63.696922302246094
10.0,0.0,47,1,63.696922302246094
10.0,0.0,42,1,63.696922302246094
9.999999999999998,7.985767130403617e-11,20,1,63.696922302246094
9.519007883236172,10.0,1,1,63.563697814941406
10.0,0.0,30,1,63.696922302246094
10.0,1.2351014622093002,25,1,63.696922302246094
10.0,0.0,49,1,63.696922302246094
10.0,0.0,50,1,63.696922302246094
10.0,5.229409165260663e-10,31,1,63.696922302246094
10.0,0.0,46,1,63.696922302246094
10.0,1.0918076483614644e-06,30,1,63.696922302246094
10.0,0.0,49,1,63.696922302246094
10.0,0.0,50,1,63.696922302246094
10.0,0.0,31,1,63.696922302246094
10.0,0.0,50,1,63.696922302246094
9.999999999999998,0.006509134119827101,1,1,63.696922302246094
10.0,0.05235457204464107,29,1,63.696922302246094
10.0,0.0,50,1,63.696922302246094
10.0,0.0,50,1,63.696922302246094
10.0,0.00027454153504329623,14,1,63.696922302246094
10.0,0.0,40,1,63.696922302246094
10.0,0.0,50,1,63.696922302246094
10.0,0.0,39,1,63.696922302246094
10.0,0.0,47,1,63.696922302246094
10.0,0.0,49,1,63.696922302246094
8.180579100740664,2.5310022962372027,1,1,63.44712829589844
10.0,0.004809339059698325,33,1,63.696922302246094
10.0,0.0,50,1,63.696922302246094
2.494569782625394,0.0,50,33,55.72023391723633
10.0,0.24423611068599255,1,1,63.696922302246094
10.0,0.0,47,1,63.696922302246094
10.0,0.0004696088447803549,32,1,63.696922302246094
8.5495106973528,0.0,1,5,62.7810173034668
10.0,0.0,39,1,63.696922302246094
10.0,0.0,43,1,63.696922302246094
10.0,0.006208640476446505,26,1,63.696922302246094
10.0,0.0,27,1,63.696922302246094
10.0,0.5081985578372031,19,1,63.696922302246094
10.0,0.0,33,1,63.696922302246094
10.0,0.0,50,1,63.696922302246094
10.0,0.0,47,1,63.696922302246094
10.0,0.0,19,1,63.696922302246094
10.0,5.563026546592249e-09,13,1,63.696922302246094
10.0,0.0,50,1,63.696922302246094
10.0,0.0,50,1,63.696922302246094
10.0,0.0,50,1,63.696922302246094
10.0,0.0,50,1,63.696922302246094
10.0,0.0008609462262024191,21,1,63.696922302246094
10.0,0.01766506869355779,12,1,63.696922302246094
10.0,0.0,31,1,63.696922302246094
10.0,0.0,30,1,63.696922302246094
10.0,0.0,50,1,63.696922302246094
10.0,0.0,50,1,63.696922302246094
10.0,0.0,49,1,63.696922302246094
10.0,4.361676776672549e-07,20,1,63.696922302246094
10.0,0.0,31,1,63.696922302246094
10.0,0.0,42,1,63.696922302246094
6.325092323526719,0.0,1,4,62.531227111816406
10.0,0.0,40,1,63.696922302246094
10.0,0.0,48,1,63.696922302246094
10.0,0.0,45,1,63.696922302246094
10.0,0.0,32,1,63.696922302246094
10.0,0.0,43,1,63.696922302246094
10.0,0.0,50,1,63.696922302246094
10.0,0.0,19,1,63.696922302246094
10.0,0.0,50,1,63.696922302246094
10.0,0.0,41,1,63.696922302246094
10.0,1.6624437659458217e-08,2,1,63.696922302246094
10.0,0.0,50,1,63.696922302246094
10.0,1.060003185285289,4,1,63.696922302246094
9.999999999999998,0.9167393200802103,1,1,63.696922302246094
9.928428231368526,0.22513622719035967,4,1,63.696922302246094
10.0,0.0,50,1,63.696922302246094
10.0,0.54438190132648,29,1,63.696922302246094
10.0,0.0,47,1,63.696922302246094
2.5761220716705493,0.0,50,13,54.05495834350586
9.999996036192533,3.964462836195545e-06,1,1,63.696922302246094
10.0,1.1855600933409092,28,1,63.696922302246094
9.593930465309512,8.531450670896483,22,1,63.6136589050293
10.0,3.514960165207229e-14,37,1,63.696922302246094
9.078631874703968,10.0,1,29,60.666114807128906
10.0,0.0,42,1,63.696922302246094
8.034529310043402,0.0,50,13,59.38385009765625
10.0,1.4015537078532923,8,1,63.696922302246094
10.0,0.43266596822107395,16,1,63.696922302246094
10.0,6.688908659896812e-09,29,1,63.696922302246094
9.010455752027042,5.941539990595358,1,1,63.580352783203125
10.0,0.0,33,1,63.696922302246094
10.0,0.0,30,1,63.696922302246094
10.0,6.554392176016292e-09,27,1,63.696922302246094
10.0,0.9720878039682791,13,1,63.696922302246094
10.0,0.0,43,1,63.696922302246094
7.724760716761498,1.0838391877926008,28,1,63.39717102050781
5.678530915146761,10.0,50,3,61.4321403503418
10.0,0.8376154251624074,10,1,63.696922302246094
10.0,0.0,49,1,63.696922302246094
10.0,0.0,42,1,63.696922302246094
9.282259357418226,0.0,50,38,59.3671989440918
10.0,1.9524403892648075e-07,19,1,63.696922302246094
10.0,0.0,50,1,63.696922302246094
10.0,0.0,50,1,63.696922302246094
10.0,0.0,50,1,63.696922302246094
10.0,1.2496513158990032,29,1,63.696922302246094
10.0,0.0,50,1,63.696922302246094
9.997568772243916,0.5542299697031051,4,1,63.696922302246094
10.0,0.0,50,1,63.696922302246094
10.0,0.0,48,1,63.696922302246094
10.0,0.0,50,1,63.696922302246094
10.0,0.0,41,1,63.696922302246094
2.8527616799784177,10.0,1,38,59.583683013916016
10.0,0.0,39,1,63.696922302246094
10.0,1.3023118007854594e-11,33,1,63.696922302246094
10.0,0.7026203718117507,22,1,63.696922302246094
10.0,0.0,43,1,63.696922302246094
10.0,0.0,31,1,63.696922302246094
10.0,0.0,49,1,63.696922302246094
10.0,0.0,44,1,63.696922302246094
10.0,0.0,40,1,63.696922302246094
10.0,1.2163398347234484,22,1,63.696922302246094
7.478554494887497,9.999999999999998,1,27,60.89925003051758
10.0,0.0,50,1,63.696922302246094
10.0,0.0,32,1,63.696922302246094
3.372894681905432,0.0,1,37,60.049957275390625
10.0,0.0,50,1,63.696922302246094
10.0,1.390109591251627,13,1,63.696922302246094
3.2704347051988254,10.0,1,4,61.149044036865234
8.888918413872688,2.389123260943694,1,1,63.54704666137695
9.999999999999998,0.1490685419229607,38,1,63.696922302246094
10.0,0.0,50,1,63.696922302246094
10.0,1.7264466950516395e-09,20,1,63.696922302246094
10.0,1.4409859603773258,24,1,63.696922302246094
7.82607359090684,0.0,1,35,60.516239166259766
9.877659466710861,3.4498440314470176,50,1,63.680267333984375
10.0,2.0390645745421878e-09,13,1,63.696922302246094
10.0,0.0,28,1,63.696922302246094
10.0,0.0,42,1,63.696922302246094
10.0,4.095230983392907,30,1,63.680267333984375
10.0,0.0,33,1,63.696922302246094
10.0,0.0,44,1,63.696922302246094
9.849963006732255,2.760487482689178,21,1,63.663612365722656
0.0,10.0,1,11,40.766029357910156
10.0,7.233235604998041,26,1,63.696922302246094
10.0,0.0,43,1,63.696922302246094
10.0,0.0,30,1,63.696922302246094
