trial;last_task_accuracy;kmeans_k;knn_k;shrinkage_alpha_0;shrinkage_alpha_1
628;86,78999329;50;1;7,532332043;7,104207493
688;86,78999329;50;1;2,395186416;5,890005127
731;86,78999329;50;1;7,920955997;0,598694334
839;86,78999329;50;1;5,613446507;0,766987248
940;86,78999329;50;1;3,853324602;0,328591893
1129;86,78999329;50;1;6,834741266;4,816571016
1383;86,78999329;50;1;8,52425047;7,895034036
1430;86,78999329;50;1;4,019408371;1,635309711
1518;86,78999329;50;1;3,736762998;7,647763836
1593;86,78999329;50;1;8,319595657;7,233451132
1605;86,78999329;50;1;5,846884003;3,732744166
1611;86,78999329;50;1;3,335932352;6,952983067
1614;86,78999329;50;1;8,316011241;5,004189641
1635;86,78999329;50;1;7,912270333;4,342179637
1690;86,78999329;50;1;3,082669937;5,442815655
1692;86,78999329;50;1;3,745578144;8,428886342
1695;86,78999329;50;1;6,033869875;1,916134724
1756;86,78999329;50;1;4,0516806;2,268273558
1781;86,78999329;50;1;5,553444492;7,290717011
1802;86,78999329;50;1;2,801831353;1,522746503
1855;86,78999329;50;1;8,103519864;7,014040615
1888;86,78999329;50;1;3,253481623;9,203038672
1967;86,78999329;50;1;5,794156471;8,133732996
2045;86,78999329;50;1;5,879817691;0,647612864
2129;86,78999329;50;1;6,035826012;0
2338;86,78999329;50;1;7,135858109;2,256189089
2542;86,78999329;50;1;7,919860016;1,184619779
2543;86,78999329;50;1;3,859308034;7,14401385
2559;86,78999329;50;1;2,814151428;6,711117518
2572;86,78999329;50;1;3,319429129;5,664521313
2611;86,78999329;50;1;6,003367851;1,076313118
2662;86,78999329;50;1;5,643340358;10
2781;86,78999329;50;1;7,825555957;6,995739995
2825;86,78999329;50;1;3,745151634;3,246757609
2862;86,78999329;50;1;3,103396988;8,966994788
2896;86,78999329;50;1;3,961273418;0,99564932
3041;86,78999329;50;1;3,362028335;10
3083;86,78999329;50;1;7,831693318;0
3202;86,78999329;50;1;7,373570446;7,208220425
3208;86,78999329;50;1;7,459608294;6,141113244
3246;86,78999329;50;1;8,376145008;1,549570133
3369;86,78999329;50;1;5,632306544;8,186389989
3376;86,78999329;50;1;8,351451625;4,627165114
3408;86,78999329;50;1;2,909923812;4,645852793
3446;86,78999329;50;1;2,83548759;8,329098083
3521;86,78999329;50;1;4,051424644;0
3564;86,78999329;50;1;3,302890636;7,894504417
3602;86,78999329;50;1;6,189714275;8,683964504
3620;86,78999329;50;1;4,01524556;8,566744772
3786;86,78999329;50;1;8,099895572;0,345008245
3788;86,78999329;50;1;5,595081077;4,369794609
3927;86,78999329;50;1;5,615533389;1,618557899
3957;86,78999329;50;1;3,304605336;8,718650618
3975;86,78999329;50;1;8,383610011;2,933682793
4136;86,78999329;50;1;3,310897122;6,324902186
4248;86,78999329;50;1;5,852051562;0
4831;86,78999329;50;1;7,741966948;7,150217567
4902;86,78999329;50;1;6,195495196;9,173658924
5174;86,78999329;50;1;2,821938027;1,202542319
5251;86,78999329;50;1;7,644166398;10
5266;86,78999329;50;1;2,775151463;7,97947611
5516;86,78999329;50;1;3,984336457;0,62411378
5544;86,78999329;50;1;8,321377815;6,323840235
5559;86,78999329;50;1;7,4914017;6,937541085
5675;86,78999329;50;1;2,872040015;0,401140613
5680;86,78999329;50;1;8,325291901;2,411838309
5683;86,78999329;50;1;7,898124677;3,870699429
5743;86,78999329;50;1;4,035426398;1,268199841
5769;86,78999329;50;1;5,863500735;1,672722388
5785;86,78999329;50;1;2,823101933;10
5788;86,78999329;50;1;4,143551453;6,072541545
5864;86,78999329;50;1;5,540831911;7,455518217
5877;86,78999329;50;1;3,825774481;9,274158065
5894;86,78999329;50;1;7,832031488;1,4689411
5899;86,78999329;50;1;3,801778262;5,887789938
5902;86,78999329;50;1;8,354897581;4,101133347
5909;86,78999329;50;1;2,83217515;0
5977;86,78999329;50;1;5,998496989;0,443703919
6007;86,78999329;50;1;3,821093275;7,946119079
6035;86,78999329;50;1;3,840073332;6,998245899
6054;86,78999329;50;1;5,664220547;8,643644647
6106;86,78999329;50;1;5,955516334;2,279225741
6235;86,78999329;50;1;4,101810728;7,228878327
6277;86,78999329;50;1;3,797007635;5,119270169
6311;86,78999329;50;1;2,401031548;6,240050166
6313;86,78999329;50;1;3,264889743;6,746125627
6324;86,78999329;50;1;7,892307923;3,45681486
6400;86,78999329;50;1;4,039340986;10
6550;86,78999329;50;1;5,927120315;3,36801438
6581;86,78999329;50;1;3,787057806;0,916098683
6628;86,78999329;50;1;3,07962621;10
6629;86,78999329;50;1;5,908637564;1,305430894
6674;86,78999329;50;1;7,189555085;6,856785187
6740;86,78999329;50;1;7,986719245;1,387662741
6754;86,78999329;50;1;3,352889158;5,033147635
6792;86,78999329;50;1;2,805874507;6,91495444
6794;86,78999329;50;1;4,065228157;8,769960591
6798;86,78999329;50;1;2,970957944;1,922412135
6878;86,78999329;50;1;4,024264394;9,571524281
6901;86,78999329;50;1;3,2965627;6,001324554
7092;86,78999329;50;1;3,878838671;6,409497932
7146;86,78999329;50;1;5,998388841;0
7279;86,78999329;50;1;5,622502737;3,603894231
7478;86,78999329;50;1;6,151909514;8,014317554
7868;86,78999329;50;1;8,389506581;5,287648243
7886;86,78999329;50;1;2,802253796;8,547993626
7928;86,78999329;50;1;3,375170295;6,439774952
7976;86,78999329;50;1;5,544542396;10
7995;86,78999329;50;1;3,098264884;7,087884466
8095;86,78999329;50;1;3,745959121;9,131698339
8102;86,78999329;50;1;5,834682201;5,340543112
8186;86,78999329;50;1;3,961458257;7,725028684
8241;86,78999329;50;1;7,813470665;6,999499109
8248;86,78999329;50;1;3,23173676;5,331559849
8269;86,78999329;50;1;2,924786419;1,460483515
8310;86,78999329;50;1;3,98518696;2,162621083
8311;86,78999329;50;1;7,117954246;3,287061578
8313;86,78999329;50;1;4,002764247;0,343381046
8329;86,78999329;50;1;4,003822722;9,152528142
8334;86,78999329;50;1;6,183514305;10
8352;86,78999329;50;1;7,293399887;5,926959234
8504;86,78999329;50;1;6,545283169;0,328913584
8517;86,78999329;50;1;3,727580788;6,279922667
8524;86,78999329;50;1;5,880836446;0,327785148
8541;86,78999329;50;1;7,837157727;1,03158639
8555;86,78999329;50;1;8,381098909;3,317976929
1265;86,78999329;48;1;3,233693089;3,920458928
501;86,78999329;45;1;6,616151831;10
594;86,78999329;45;1;7,879985248;5,016396678
340;86,78999329;44;1;4,774000973;0
486;86,78999329;43;1;8,448393845;0
6153;86,78999329;43;1;7,062244821;7,136331752
129;86,78999329;40;1;3,540135233;10
4332;86,78999329;34;1;6,255091909;5,180007236
2558;86,78999329;33;1;5,330084414;1,02582564
3088;86,78999329;33;1;5,375824343;8,292673765
8392;86,78999329;33;1;7,332139056;5,313205725
1792;86,78999329;32;1;6,476408366;5,727058855
1881;86,78999329;32;1;5,544210263;9,181653173
2663;86,78999329;32;1;6,427721828;3,439769746
6532;86,78999329;32;1;6,396253034;2,147805358
2789;86,78999329;29;1;5,390442718;4,103412161
3720;86,78999329;29;1;4,993089179;2,996412237
4269;86,78999329;29;1;4,755959367;6,07788906
4632;86,78999329;29;1;5,330178965;8,630923265
6337;86,78999329;29;1;5,391216708;2,68674515
6437;86,78999329;29;1;4,874428352;8,364856512
7088;86,78999329;29;1;4,814056187;1,391417312
7316;86,78999329;29;1;4,139124249;2,984794826
7408;86,78999329;29;1;5,321579438;9,121258965
7662;86,78999329;29;1;5,373805868;3,03237063
7818;86,78999329;29;1;4,797482388;8,744111519
8168;86,78999329;29;1;4,047438442;0,722525594
8237;86,78999329;29;1;4,769544682;7,329472605
8355;86,78999329;29;1;5,172704637;9,654926045
1240;86,78999329;28;1;6,291218727;6,089937053
3456;86,78999329;28;1;4,901038279;3,701345905
3746;86,78999329;28;1;7,385047874;9,709111757
4256;86,78999329;28;1;7,219115549;1,352104816
4275;86,78999329;28;1;8,287760297;6,228325971
4476;86,78999329;28;1;4,66213185;7,235926953
4509;86,78999329;28;1;8,283533389;4,188595848
7059;86,78999329;28;1;4,901907907;2,385429267
7124;86,78999329;28;1;4,843772237;3,369432634
7231;86,78999329;28;1;5,147372548;9,5426595
7743;86,78999329;28;1;5,108826942;9,080635905
7942;86,78999329;28;1;5,006701439;3,667219027
8063;86,78999329;28;1;4,904794053;2,82271245
8243;86,78999329;28;1;5,230352643;4,627869966
8459;86,78999329;28;1;4,834287731;1,884155408
8044;86,78999329;25;1;2,809745181;10
5213;86,78999329;23;1;1,91497686;3,500394961
4614;86,78999329;21;1;3,382507063;3,986548676
2224;86,78999329;17;1;4,114907131;5,94175949
3071;86,78999329;17;1;4,226897872;3,61134079
2958;86,78999329;16;1;5,272073502;7,868410144
727;86,78999329;1;1;7,276684776;0,469579044
816;86,78999329;1;50;7,257121035;2,884168455
1150;86,78999329;1;1;7,253420334;1,088342922
1172;86,78999329;1;50;4,316332936;3,166202725
1319;86,78999329;1;1;4,81935188;3,196743098
1363;86,78999329;1;50;7,44074305;9,402591211
1472;86,78999329;1;1;4,328900654;8,13465228
1492;86,78999329;1;1;4,8144906;2,489792834
1620;86,78999329;1;50;3,698134915;5,143324119
1699;86,78999329;1;1;4,413026811;8,732737127
1717;86,78999329;1;1;5,419761299;4,898252001
1723;86,78999329;1;50;4,379449672;8,089343216
2043;86,78999329;1;50;4,45311822;6,023142852
2090;86,78999329;1;1;4,150527472;10
2127;86,78999329;1;50;7,257151766;0,358090455
2243;86,78999329;1;50;7,218382031;2,404359528
2264;86,78999329;1;50;5,266609841;5,107094928
2437;86,78999329;1;24;4,44532541;6,328279884
2442;86,78999329;1;1;3,730379399;6,364167864
2577;86,78999329;1;1;7,13607587;8,325513044
2881;86,78999329;1;31;4,775579294;7,498518314
2898;86,78999329;1;1;4,09058314;5,759263475
3013;86,78999329;1;1;4,320325044;9,08133843
3278;86,78999329;1;50;7,197047063;3,320003685
3616;86,78999329;1;24;7,183616028;4,047436863
3716;86,78999329;1;50;4,439116599;6,987663049
3768;86,78999329;1;1;5,485560253;5,426382712
3813;86,78999329;1;1;5,354211991;10
3860;86,78999329;1;27;7,203911997;0,82218941
3974;86,78999329;1;50;4,401562314;9,337104061
4083;86,78999329;1;1;5,350771027;4,33556095
4146;86,78999329;1;50;7,257487166;1,359306766
4267;86,78999329;1;50;3,694559273;6,110682878
4311;86,78999329;1;50;7,180399304;6,632246035
4545;86,78999329;1;50;5,388338423;2,255970701
4675;86,78999329;1;50;7,161171921;9,001237104
4717;86,78999329;1;1;4,705816328;4,328639764
4826;86,78999329;1;50;4,831004992;6,298651871
5031;86,78999329;1;50;3,713679673;4,785974372
5209;86,78999329;1;50;4,70237172;4,525139646
5571;86,78999329;1;1;8,524192828;10
5615;86,78999329;1;28;7,279681894;0
5637;86,78999329;1;50;5,396838241;0
5656;86,78999329;1;23;4,451155894;0
5722;86,78999329;1;50;4,307905182;10
5728;86,78999329;1;26;4,089776882;5,793831128
5752;86,78999329;1;24;7,183588868;3,335195576
5778;86,78999329;1;50;4,814605674;0,782855331
5888;86,78999329;1;24;8,607412974;10
6100;86,78999329;1;1;4,316551378;2,436677236
6103;86,78999329;1;23;4,416984436;0,735842244
6110;86,78999329;1;23;3,682582545;5,972203845
6131;86,78999329;1;1;4,439461548;7,139149884
6181;86,78999329;1;1;5,388198812;2,874247471
6203;86,78999329;1;50;7,153472245;6,870407382
6433;86,78999329;1;1;4,188615046;5,498898997
6620;86,78999329;1;1;4,304355426;0,457582468
6626;86,78999329;1;1;5,425983865;5,058398655
6680;86,78999329;1;1;7,193014638;2,567167486
6742;86,78999329;1;50;5,398347849;1,825085277
6763;86,78999329;1;26;7,201715337;0,357333195
7167;86,78999329;1;50;7,268646262;1,756293298
7171;86,78999329;1;50;4,310272072;6,978018361
7174;86,78999329;1;30;7,525688738;9,593078447
7241;86,78999329;1;25;4,802266108;10
7335;86,78999329;1;1;4,330149783;6,577264828
7377;86,78999329;1;1;5,357190035;10
7486;86,78999329;1;50;7,190127265;3,579338754
7521;86,78999329;1;1;4,365655458;7,384016944
7684;86,78999329;1;50;3,720858434;7,213951042
7690;86,78999329;1;1;4,373193431;5,428556249
7708;86,78999329;1;50;5,423131613;4,732841594
7999;86,78999329;1;50;4,307005247;0,961230491
8010;86,78999329;1;50;4,801079755;9,628875807
8088;86,78999329;1;1;4,323469559;3,563029755
8294;86,78999329;1;50;4,38055157;6,546708029
8403;86,78999329;1;1;4,785604595;10
8455;86,78999329;1;1;7,224445731;3,101303522
17;86,77999878;50;1;8,021330916;0
25;86,77999878;50;1;7,306958391;10
28;86,77999878;50;1;7,163991487;0
418;86,77999878;50;1;2,885340261;10
683;86,77999878;50;1;7,174276275;1,156748505
762;86,77999878;50;1;6,929738208;2,626141499
768;86,77999878;50;1;4,122512327;9,526318808
833;86,77999878;50;1;7,562076995;4,470724358
957;86,77999878;50;1;2,436312589;5,392227388
964;86,77999878;50;1;3,773733648;0,633040605
1063;86,77999878;50;1;8,726972842;6,895421981
1102;86,77999878;50;1;7,378938696;0,871845935
1162;86,77999878;50;1;7,765658904;1,807376014
1174;86,77999878;50;1;7,944024377;7,335022691
1191;86,77999878;50;1;7,750718007;6,244600673
1220;86,77999878;50;1;6,83924443;5,609359573
1271;86,77999878;50;1;3,991593642;3,241138464
1468;86,77999878;50;1;8,059618534;5,696070554
1489;86,77999878;50;1;5,750427402;9,014983913
1522;86,77999878;50;1;8,021719805;3,593599791
1530;86,77999878;50;1;7,177049542;6,048350074
1551;86,77999878;50;1;5,702154164;5,010279074
1595;86,77999878;50;1;2,89290412;6,345797102
1751;86,77999878;50;1;5,536163624;2,608295607
1804;86,77999878;50;1;6,897456183;0,60103066
1834;86,77999878;50;1;8,095038124;6,366616948
1840;86,77999878;50;1;7,366982953;3,77219883
1847;86,77999878;50;1;7,146195833;4,687635807
1849;86,77999878;50;1;7,810615366;2,712627189
1910;86,77999878;50;1;5,793700502;4,371446278
1914;86,77999878;50;1;6,498601886;3,279755125
1936;86,77999878;50;1;6,489772852;0,615780595
1961;86,77999878;50;1;8,413434665;1,112476276
2028;86,77999878;50;1;8,016841447;1,741724537
2102;86,77999878;50;1;5,700319363;9,541552835
2181;86,77999878;50;1;6,511288109;1,371464851
2253;86,77999878;50;1;6,035654935;3,396828345
2296;86,77999878;50;1;8,073246682;4,77377995
2335;86,77999878;50;1;2,439663386;7,568034396
2361;86,77999878;50;1;7,448309274;5,725306343
2601;86,77999878;50;1;7,766408744;2,262600434
2620;86,77999878;50;1;7,088552906;3,651079121
2630;86,77999878;50;1;2,927542707;0
2668;86,77999878;50;1;3,926929269;2,686011012
2692;86,77999878;50;1;2,82569633;2,065794306
2741;86,77999878;50;1;7,517673913;3,342991333
2771;86,77999878;50;1;8,093923249;4,027884603
2808;86,77999878;50;1;6,873947486;10
3008;86,77999878;50;1;7,332784198;0,391344673
3042;86,77999878;50;1;7,555686614;2,326429813
3070;86,77999878;50;1;7,358926392;4,640772147
3118;86,77999878;50;1;7,347791265;0
3228;86,77999878;50;1;7,77875765;4,56144544
3256;86,77999878;50;1;6,890264807;2,195330198
3263;86,77999878;50;1;8,033538333;5,238219557
3294;86,77999878;50;1;6,250329813;9,531950353
3299;86,77999878;50;1;6,044663193;1,526696063
3341;86,77999878;50;1;7,641178732;5,816275875
3345;86,77999878;50;1;8,676697588;8,186138971
3426;86,77999878;50;1;7,189450085;4,104494461
3611;86,77999878;50;1;7,190725197;1,736586124
3621;86,77999878;50;1;2,389354433;8,05838094
3639;86,77999878;50;1;8,007001193;2,199232448
3665;86,77999878;50;1;7,542611612;4,052028162
3711;86,77999878;50;1;7,540251803;1,866280887
3719;86,77999878;50;1;8,019060934;2,971682101
3816;86,77999878;50;1;2,404254525;4,931483651
3883;86,77999878;50;1;6,874651269;1,133595202
3899;86,77999878;50;1;7,793136111;0,831318337
4048;86,77999878;50;1;4,117044683;9,162749717
4171;86,77999878;50;1;4,111361814;1,870418322
4320;86,77999878;50;1;7,320563518;2,082891205
4369;86,77999878;50;1;4,066328956;3,554979475
4470;86,77999878;50;1;7,788627775;0,332341372
4517;86,77999878;50;1;6,246308906;10
4764;86,77999878;50;1;5,546186564;2,987979019
4858;86,77999878;50;1;8,049945505;0,89282227
4945;86,77999878;50;1;7,877366703;4,908840723
5141;86,77999878;50;1;6,545620531;3,626494637
5152;86,77999878;50;1;7,285500136;3,470475679
5260;86,77999878;50;1;7,965733899;2,598861949
5400;86,77999878;50;1;5,567251735;2,221458492
5483;86,77999878;50;1;6,826705035;4,100526068
5536;86,77999878;50;1;2,367220185;10
5577;86,77999878;50;1;7,6688406;6,878560536
5676;86,77999878;50;1;7,553400673;5,42387483
5740;86,77999878;50;1;8,019198401;6,894206389
5765;86,77999878;50;1;3,344710265;10
5809;86,77999878;50;1;6,145778456;8,213896569
5828;86,77999878;50;1;7,264541779;0
5939;86,77999878;50;1;5,757048426;4,795364861
5941;86,77999878;50;1;8,079745719;4,457404287
5944;86,77999878;50;1;8,313705283;7,008057329
5964;86,77999878;50;1;3,891552271;2,383385279
6043;86,77999878;50;1;2,389313848;9,284052624
6126;86,77999878;50;1;3,879198177;2,918101202
6194;86,77999878;50;1;7,183244751;1,365602483
6219;86,77999878;50;1;7,901405206;5,501591601
6244;86,77999878;50;1;2,848051764;9,621827553
6259;86,77999878;50;1;7,817298219;2,076331869
6288;86,77999878;50;1;3,793285778;10
6290;86,77999878;50;1;8,643045124;6,614572958
6312;86,77999878;50;1;5,764289976;3,985342174
6322;86,77999878;50;1;3,344317548;8,336831264
6382;86,77999878;50;1;7,545605847;3,690254576
6389;86,77999878;50;1;3,341114766;9,059662767
6418;86,77999878;50;1;7,552051226;4,8310411
6475;86,77999878;50;1;3,348592588;7,478295466
6498;86,77999878;50;1;7,157045974;3,973502575
6503;86,77999878;50;1;8,661817629;5,895929081
6571;86,77999878;50;1;6,511812296;1,732714839
6625;86,77999878;50;1;7,791778659;5,876998333
6642;86,77999878;50;1;7,071472081;6,576895014
6684;86,77999878;50;1;5,665687407;9,240218843
6691;86,77999878;50;1;6,818518142;5,194321354
6730;86,77999878;50;1;3,905399707;1,896346505
6776;86,77999878;50;1;7,355498981;5,456248338
6780;86,77999878;50;1;7,365209704;4,277507753
6804;86,77999878;50;1;2,919301482;0,850005705
6924;86,77999878;50;1;6,488922834;2,717295085
6925;86,77999878;50;1;6,981810926;6,427059567
6969;86,77999878;50;1;7,374059441;7,097503061
7004;86,77999878;50;1;7,078391304;0
7012;86,77999878;50;1;7,367122649;2,418687562
7069;86,77999878;50;1;6,496066261;4,562352724
7077;86,77999878;50;1;2,40025399;3,430404545
7112;86,77999878;50;1;7,974380193;0,383791081
7263;86,77999878;50;1;8,073118509;6,04920682
7332;86,77999878;50;1;8,653015463;7,903505606
7352;86,77999878;50;1;7,910785167;4,676802117
7367;86,77999878;50;1;7,550263986;5,736648092
7399;86,77999878;50;1;5,59306965;4,642625961
7533;86,77999878;50;1;7,344370838;1,7913222
7604;86,77999878;50;1;7,798954069;5,235252571
7784;86,77999878;50;1;4,137999299;6,704222779
8078;86,77999878;50;1;5,376314804;6,964316167
8101;86,77999878;50;1;5,525269615;4,125312595
8104;86,77999878;50;1;5,45410962;7,143571312
8108;86,77999878;50;1;6,886246614;1,594526237
8113;86,77999878;50;1;5,748260698;5,293549065
8171;86,77999878;50;1;7,595958576;2,032308795
8180;86,77999878;50;1;8,101255978;5,438667708
8412;86,77999878;50;1;5,736470538;9,64502804
8451;86,77999878;50;1;7,269349589;2,866250175
8503;86,77999878;50;1;6,870922504;10
613;86,77999878;49;1;4,045001461;7,570859085
234;86,77999878;47;1;8,529685847;10
561;86,77999878;44;1;8,493461682;10
591;86,77999878;44;1;5,211934562;2,299338007
1857;86,77999878;40;1;4,526159437;5,953571999
3843;86,77999878;40;1;4,410046354;8,934190868
6133;86,77999878;34;1;6,614790773;1,349916673
6959;86,77999878;33;1;5,310741844;0
521;86,77999878;32;1;5,614823496;0
2177;86,77999878;32;1;6,385548121;8,230612625
3784;86,77999878;32;1;5,619303555;8,877254207
3909;86,77999878;32;1;5,637029936;10
4025;86,77999878;32;1;6,481016854;10
4995;86,77999878;32;1;5,41192533;2,52466408
8343;86,77999878;32;1;5,576891302;1,676205016
622;86,77999878;29;1;3,805611447;1,880397846
1274;86,77999878;29;1;4,908146134;5,851401501
3254;86,77999878;29;1;4,866060139;0,952336142
4141;86,77999878;29;1;3,629408133;3,199219564
4208;86,77999878;29;1;3,773262448;0
5648;86,77999878;29;1;8,056947832;9,751956639
6082;86,77999878;29;1;5,13425094;10
6621;86,77999878;29;1;5,128624203;2,347381501
6961;86,77999878;29;1;3,694904212;8,141510043
7046;86,77999878;29;1;3,645410016;7,2387839
7455;86,77999878;29;1;4,222805144;2,379208186
7500;86,77999878;29;1;3,696382564;7,585925494
7626;86,77999878;29;1;5,374349176;1,340725887
7776;86,77999878;29;1;5,112110506;3,098765002
7794;86,77999878;29;1;3,800688966;5,291959486
4264;86,77999878;28;1;6,020835317;8,903031845
4341;86,77999878;28;1;5,079571736;7,129827498
5210;86,77999878;28;1;8,348017276;3,838078431
5350;86,77999878;28;1;4,945495202;9,290538651
6888;86,77999878;28;1;8,477823731;2,145562194
7515;86,77999878;28;1;4,966936404;6,447165957
8345;86,77999878;28;1;4,992791469;7,9879151
2258;86,77999878;17;1;4,297349311;3,970461396
2522;86,77999878;16;1;3,263327039;7,033647845
2803;86,77999878;16;1;5,289507636;8,593074698
78;86,77999878;10;1;3,332383055;0
1999;86,77999878;10;1;6,75564032;8,730516912
3205;86,77999878;10;1;6,236119901;7,69190901
356;86,77999878;1;50;7,667482318;10
485;86,77999878;1;50;7,289214443;10
598;86,77999878;1;1;4,849149053;1,046781605
735;86,77999878;1;50;3,77994411;5,768206966
914;86,77999878;1;1;7,554369844;9,65777863
1324;86,77999878;1;1;4,021882806;5,369351045
1390;86,77999878;1;50;4,858528781;2,44637513
1413;86,77999878;1;1;3,610994392;5,119454171
1417;86,77999878;1;1;7,201278477;5,051439993
1457;86,77999878;1;50;3,984199408;5,006431564
1484;86,77999878;1;50;4,222957733;5,903708181
1532;86,77999878;1;1;4,421592114;1,05092425
1537;86,77999878;1;1;4,810470651;7,652858473
1541;86,77999878;1;50;4,294443758;3,982622135
1578;86,77999878;1;50;4,01980819;8,246581476
1657;86,77999878;1;1;5,676412274;5,528688759
1757;86,77999878;1;50;4,884754006;1,706331084
1854;86,77999878;1;1;3,79128549;5,382111261
1919;86,77999878;1;50;4,017941983;5,523216968
2024;86,77999878;1;50;4,008857037;8,801810051
2059;86,77999878;1;50;4,067599788;0,433563882
2123;86,77999878;1;50;7,227216014;4,241070465
2246;86,77999878;1;1;4,131316098;6,274098227
2288;86,77999878;1;1;7,218502818;5,435741411
2413;86,77999878;1;1;7,375676324;9,27623146
2459;86,77999878;1;1;4,202825417;4,861871273
2491;86,77999878;1;23;4,883301444;2,172241445
2535;86,77999878;1;50;4,19199485;7,871589173
2866;86,77999878;1;50;3,729745133;9,655501408
2875;86,77999878;1;50;7,48885245;10
2971;86,77999878;1;27;4,414116524;9,705313549
2986;86,77999878;1;50;4,155567364;6,997788331
3065;86,77999878;1;30;3,615945996;5,467294036
3129;86,77999878;1;1;4,442158517;2,588884577
3203;86,77999878;1;1;3,753170261;5,771288699
3354;86,77999878;1;1;5,286195402;4,85982547
3359;86,77999878;1;27;3,613658244;4,729317451
3361;86,77999878;1;50;5,197564265;8,131705079
3406;86,77999878;1;50;4,79167345;4,215352004
3409;86,77999878;1;1;5,370966762;0
3411;86,77999878;1;1;4,269772351;2,106265524
3559;86,77999878;1;50;4,227502972;6,404385258
3627;86,77999878;1;28;4,106536848;9,175886578
3635;86,77999878;1;1;7,284255393;1,638022434
3648;86,77999878;1;31;8,317043974;10
3697;86,77999878;1;1;4,239426292;3,337966661
3734;86,77999878;1;1;5,135469856;6,484186893
3838;86,77999878;1;1;4,878072334;6,31471036
3842;86,77999878;1;50;8,587754979;10
3856;86,77999878;1;21;4,190029002;8,486846588
3858;86,77999878;1;50;4,795281949;8,324405004
3903;86,77999878;1;50;4,07633679;0,869854649
3964;86,77999878;1;1;7,929481206;9,159625641
4019;86,77999878;1;25;7,508172022;10
4028;86,77999878;1;1;4,129785919;0
4054;86,77999878;1;1;4,477419568;0,329601586
4057;86,77999878;1;24;4,457495913;1,445899505
4277;86,77999878;1;50;7,678593154;9,577801934
4334;86,77999878;1;1;4,819567964;3,573778266
4434;86,77999878;1;1;4,060990598;2,021996202
4465;86,77999878;1;50;5,370111353;1,350458304
4705;86,77999878;1;1;7,240634548;2,051558624
4836;86,77999878;1;50;4,17430443;7,396128431
4931;86,77999878;1;50;4,431122546;8,661075787
5262;86,77999878;1;1;3,765437382;8,824350196
5303;86,77999878;1;50;4,077693384;6,626769225
5504;86,77999878;1;50;7,254066898;3,865092419
5541;86,77999878;1;1;6,611793568;7,637308624
5591;86,77999878;1;28;4,084712208;0
5730;86,77999878;1;1;4,036543726;6,497628497
5808;86,77999878;1;1;4,03717539;5,023600956
5934;86,77999878;1;1;4,806557551;7,252634963
5935;86,77999878;1;24;3,658747592;6,693044416
5937;86,77999878;1;50;3,738176291;9,03702984
5997;86,77999878;1;1;4,104997397;7,239054071
6004;86,77999878;1;50;4,199040258;8,225935617
6017;86,77999878;1;1;4,446593995;0
6107;86,77999878;1;1;4,436162107;9,624272037
6138;86,77999878;1;50;4,256397083;3,699654694
6147;86,77999878;1;50;4,068656881;10
6169;86,77999878;1;1;3,765678429;7,286620697
6172;86,77999878;1;1;5,213561347;6,827072443
6229;86,77999878;1;24;5,340459409;4,482228912
6247;86,77999878;1;26;5,338769593;7,717902607
6281;86,77999878;1;23;4,821043618;4,099773385
6289;86,77999878;1;1;3,604854563;4,903769956
6329;86,77999878;1;25;4,417612576;8,33371548
6392;86,77999878;1;50;4,126901953;0
6394;86,77999878;1;50;3,635729357;5,553460402
6443;86,77999878;1;1;7,274838654;10
6471;86,77999878;1;50;4,191929859;9,604562667
6512;86,77999878;1;50;4,093086265;1,215218542
6517;86,77999878;1;25;4,422061313;2,172979074
6574;86,77999878;1;1;3,758832303;9,583984619
6637;86,77999878;1;50;8,573500495;10
6696;86,77999878;1;1;7,284329011;9,063360271
6777;86,77999878;1;50;7,208404474;5,820828139
6892;86,77999878;1;50;4,460012874;1,485940797
6893;86,77999878;1;1;7,293438531;9,602220003
6958;86,77999878;1;27;7,698423859;10
6985;86,77999878;1;50;3,762757927;6,656754304
7009;86,77999878;1;50;4,861866036;0,36729979
7014;86,77999878;1;1;7,523672921;10
7038;86,77999878;1;1;4,0911064;7,643023585
7047;86,77999878;1;1;4,425335304;8,962531404
7095;86,77999878;1;25;4,476452775;2,8344706
7253;86,77999878;1;1;4,837881468;0,746859601
7561;86,77999878;1;1;3,674836498;7,750366431
7588;86,77999878;1;50;7,631474089;9,523307343
7622;86,77999878;1;25;7,281399546;10
7845;86,77999878;1;1;4,200412387;9,045475541
8045;86,77999878;1;50;7,234960695;0
8201;86,77999878;1;50;4,1240864;1,9229805
8285;86,77999878;1;1;5,361538439;6,843501938
8287;86,77999878;1;50;3,749500243;6,263832478
8366;86,77999878;1;50;7,2357072;5,354309926
8530;86,77999878;1;50;5,204570783;7,390562058
481;86,76999664;50;1;8,591522864;10
502;86,76999664;50;1;7,625646718;0
641;86,76999664;50;1;6,333231899;1,798381288
669;86,76999664;50;1;5,795974413;3,075207813
709;86,76999664;50;1;8,52433779;5,773718085
893;86,76999664;50;1;4,113454832;3,019001552
1074;86,76999664;50;1;8,423439371;0,291749361
1253;86,76999664;50;1;2,897783381;8,777124745
1366;86,76999664;50;1;5,760961378;2,065917139
1387;86,76999664;50;1;7,330244351;7,058788384
1420;86,76999664;50;1;7,259847972;3,14072979
1424;86,76999664;50;1;7,937282845;6,836867846
